Number,Descriptor,Context,CharLimit,Text
01835,npc.text.take_this,NPC text,96,嚐嚐這個！
01836,npc.text.thank_you_hunter,NPC text,96,謝謝你，獵人！
01837,npc.text.thank_you_hunter_sentence,NPC text,96,謝謝你，獵人。
01838,npc.text.the_barman_will_not_be_happy_about_this,NPC text,96,酒保會很難過的...
01839,npc.text.the_doctor_will_be_happy_with_these,NPC text,96,醫生會高興的。
01840,npc.text.the_weapon_jammed,NPC text,96,卡殼了！
01841,npc.text.there_is_an_engraving,NPC text,96,這...
01842,npc.text.these_data_are_impressive,NPC text,96,這些數據太驚人了！
01843,npc.text.they_are_coming,NPC text,96,它 -們 -來 -了!
01844,npc.text.they_shoot_me,NPC text,96,有人朝我開槍！
01845,npc.text.they_tortured_and_mutilated_him,NPC text,96,他被折磨得不成人樣...
01846,npc.text.this_anomaly_should_be_fine,NPC text,96,這樣應該就行了。
01847,npc.text.this_fucking_radiation,NPC text,96,這該死的輻射。
01848,npc.text.this_is_mr_junk_s_treasure_mr_junk_s,NPC text,96,這是垃圾佬的寶貝！垃圾佬的寶貝！
01849,npc.text.this_one_looks_good,NPC text,96,這傢伙看着還不賴！
01850,npc.text.this_way,NPC text,96,這邊。
01851,npc.text.this_way_sentence_exclaim,NPC text,96,這邊！
01852,npc.text.ugh_where_is_it,NPC text,96,呃！這是哪...
01853,npc.text.w_w_what,NPC text,96,什、什麼？
01854,npc.text.watch_out_hunter,NPC text,96,小心點，獵人。
01855,npc.text.we_did_it_soldiers,NPC text,96,我們成功了，士兵們！
01856,npc.text.welcome_back_hunter,NPC text,96,歡迎回來，獵人！
01857,npc.text.well_there_s_no_way_in,NPC text,96,好吧，沒路進去了。
01858,npc.text.what_a_tremendous_stench_coming_out_of,NPC text,96,那洞裏簡直臭氣熏天。
01859,npc.text.what_happened_here_sentence_question,NPC text,96,這裏發生了什麼？
01860,npc.text.what_the_hell_are_you_doing_here,NPC text,96,你在這裏搞什麼鬼？
01861,npc.text.what_the_hell_happened_here,NPC text,96,這裏發生了什麼？
01862,npc.text.what_the_hell_is_happening,NPC text,96,什麼鬼？
01863,npc.text.whatever_happens_you_must_hold_your,NPC text,96,無論如何，我們必須堅守陣地！
01864,npc.text.where,NPC text,96,跑哪兒去了？
01865,npc.text.wow,NPC text,96,哇哦！
01866,npc.text.yeah_keep_running_bitch,NPC text,96,跑吧，狗東西！
01867,npc.text.yeah_keep_hiding,NPC text,96,喜歡玩躲貓貓是吧？
01868,npc.text.you_are_still_alive_then,NPC text,96,你還活着。
01869,npc.text.you_came_back_to_see_me,NPC text,96,你是來看我的嗎？
01870,npc.text.you_did_it_you_son_of_a_bitch,NPC text,96,你做到了，你個狗東西！哈哈！
01871,npc.text.you_do_not_have_authorization_to_pass,NPC text,96,你未被授權通過！
01872,npc.text.you_filthy_little_rat,NPC text,96,你這骯髒的老鼠...
01873,npc.text.you_have_choosen_death,NPC text,96,你這是自尋死路！
01874,npc.text.you_would_want_it_all_for_yourself,NPC text,96,你想獨吞，對不對？
01875,npc.text.zzzz,NPC text,96,Zzzz...
01876,quest.daily.name.loners_work_1,Daily quest names,48,獨狼的任務 1
01877,quest.daily.name.loners_work_2,Daily quest names,48,獨狼的任務 2
01878,quest.daily.name.soldier_work_1,Daily quest names,48,綠軍的任務 1
01879,quest.daily.name.soldier_work_2,Daily quest names,48,綠軍的任務 2
01880,quest.daily.name.crimson_work_1,Daily quest names,48,深紅公司的任務 1
01881,quest.daily.name.crimson_work_2,Daily quest names,48,深紅公司的任務 2
01882,quest.daily.name.scientist_work_1,Daily quest names,48,科學家的任務 1
01883,quest.daily.name.scientist_work_2,Daily quest names,48,科學家的任務 2
01884,quest.desc.a_lone_raider_needs_a_job_doing,Daily quest descriptions,96,有個獨狼拾荒者需要搭把手。
01885,quest.desc.one_of_the_green_army_grunts_has_a_task,Daily quest descriptions,96,綠軍士兵來發布了一項任務。
01886,quest.desc.the_crimson_corporation_got_in_touch,Daily quest descriptions,96,深紅公司有訊息傳來。
01887,quest.desc.the_scientists_are_doing_another,Daily quest descriptions,96,科學家們又在做實驗了。
01888,quest.objective.kill_lazar,Quest objectives,128,殺死拉扎爾
01889,quest.desc.are_you_ready_for_some_real_action_you,Quest descriptions,1024,準備好動真格了嗎？你必須殺死森林強盜的首領拉扎爾。\n他位於村莊的警察局，也許你在狩獵期間已經見過他了。\n做好準備，守衛總是衆星捧月似的圍着他。\n把他幹掉沒那麼簡單，但之後你就可以自由地進入警察局，想要什麼拿什麼。
01890,quest.name.first_steps,Quest names,64,始於足下
01891,quest.name.first_steps_p_1,Quest names,64,蹣跚學步（第 1 階段）
01892,quest.desc.bunker_intro_first_job,Quest descriptions,1024,你好，陌生人！歡迎來到零希沃特地堡。\n我不知道你是怎麼過來的，但坦白說我不在乎。\n我不是針對你，只是我們見過的新人多了去了，但回來的人寥寥無幾。所以我現在不會浪費時間記住你的。\n首先就看看你的本事吧，我會給你一項簡單的工作：在森林那兒活下來。\n祝你好運！
01893,quest.objective.kill_5_bandits_in_the_forest,Quest objectives,128,在森林裏殺死5名強盜
01894,quest.name.first_steps_p_2,Quest names,64,蹣跚學步（第 2 階段）
01895,quest.desc.are_you_still_alive_fantastic_nlooks,Quest descriptions,1024,你還活着啊？太棒了！\n看樣子你很有潛力，但現在下結論還爲時過早，且看你在戰鬥中表現如何。\n如果你活下來了，我會把新獵人到來的消息通報給綠軍，這樣你就能進入他們的地堡了。
01896,quest.objective.survive_the_forest_2_times,Quest objectives,128,在森林裏存活2次
01897,quest.name.valuable_item,Quest names,64,貴重物品
01898,quest.desc.very_good_the_green_army_grants_you,Quest descriptions,1024,很好！綠軍允許你進入他們的地堡了。你應該去和他們談談。他們可以賣你新的裝備，給你安排任務。\n好了，說回我們這裏！所以...當強盜佔領了森林村，我有個老朋友落下了一件於現在而言十分貴重的物品。\n它應該在村莊以南的一個包裏，過去拿回來吧。
01899,quest.objective.retrieve_the_valuable_item,Quest objectives,128,拿回貴重物品
01900,quest.name.smoking_kills_p_1,Quest names,64,吸菸要人命（第 1 階段）
01901,quest.desc.yeah_i_know_smoking_kills_but_i_don_t,Quest descriptions,1024,是，我知道。吸菸要人命，但在這能活多久還是未知數呢。那就不管那麼多了吧？\n我需要囤很多香菸。\n如果發現藍色的煙，記得保管好，別給賣了。我稍後會用得上的。
01902,quest.objective.find_10_red_cigarette,Quest objectives,128,找到10紅色香菸
01903,quest.name.smoking_kills_p_2,Quest names,64,吸菸要人命（第 2 階段）
01904,quest.desc.ok_hunter_now_if_by_chance_you_could,Quest descriptions,1024,好的，獵人。如果可以的話，你能給我帶些藍色的就更好了！\n它們要好抽得多。
01905,quest.objective.find_5_blue_cigarette,Quest objectives,128,找到5藍色香菸
01906,quest.name.the_lost_convoy,Quest names,64,失蹤車隊
01907,quest.desc.we_lost_contact_with_a_convoy_carrying,Quest descriptions,1024,爲地堡運送物資的車隊與我們失去了聯繫。\n它最後在森林裏發出了信號，然後就音訊全無。去那裏看看發生了什麼。
01908,quest.name.vendetta,Quest names,64,反擊
01909,quest.desc.damn_it_was_it_the_bandits_then_i_m,Quest descriptions,1024,可惡！原來是強盜乾的嗎？這也正常，他們就喜歡搗亂。\n是時候讓他們血債血償了。殺他們個痛快吧，獵人。
01910,quest.name.survivalist_forest_p_1,Quest names,64,砥礪求生：森林（第 1 階段）
01911,quest.name.towards_makeshift_camp,Quest names,64,前往臨時營地
01912,quest.name.the_motel_p_2,Quest names,64,深入汽車旅館
01913,quest.desc.i_see_that_you_are_becoming_familiar,Quest descriptions,1024,我看你越來越熟悉狩獵了。\n那就看看你有多大能耐。如果你能在這樣的條件下活下來，我準備付給你豐厚的報酬。\n祝你好運！
01914,quest.name.survivalist_forest_p_2,Quest names,64,砥礪求生：森林（第 2 階段）
01915,quest.desc.not_bad_hunter_let_s_see_if_you_can,Quest descriptions,1024,還不錯，獵人。那就看看你能不能打破我在森林裏的記錄了。
01916,quest.name.supply_p_1,Quest names,64,急需物資（第 1 階段）
01917,quest.desc.hey_hunter_nrecently_few_supplies_have,Quest descriptions,1024,嘿，獵人！\n最近很少有物資運過來，但人總是要喫飯的。\n我們需要人幫忙補充物資。
01918,quest.objective.find_10_bread,Quest objectives,128,找到 10 個麵包
01919,quest.name.supply_p_2,Quest names,64,急需物資（第 2 階段）
01920,quest.desc.great_nnow_that_we_re_settled_on_the,Quest descriptions,1024,太好了！\n既然生活必需品有了，我希望你能給我再帶些保質期更長的食物，比如罐頭食品。
01921,quest.objective.find_3_generic_chocolate,Quest objectives,128,找到 3 塊健怡巧克力
01922,quest.name.chocolate_for_everyone,Quest names,64,無人不愛巧克力
01923,quest.desc.chocolate_is_becoming_a_luxury_good,Quest descriptions,1024,巧克力現在已經成爲奢侈品了。給我帶一些吧。我必有重賞。
01924,quest.name.what_s_on_the_flash_drive,Quest names,64,USB裏有什麼？
01925,quest.desc.hunter_last_night_i_had_the_strangest,Quest descriptions,1024,獵人，昨晚我做了個奇怪的夢！\n不知道爲什麼，我必須把兩個USB交給一個戴便帽的傢伙。可我到處都找不到！\n你能想象那是什麼感覺嗎？兩個USB都找不到？\n好吧，你會明白的。給我找兩個來。
01926,quest.objective.find_8_forks,Quest objectives,128,找到8把叉子
01927,quest.name.no_more_barks,Quest names,64,平息狼患
01928,quest.desc.have_you_heard_the_latest_news_a_group,Quest descriptions,1024,看新聞了嗎？有夥獵人被狼羣襲擊了。最近狼羣數量激增，大大妨礙了我們在地區的行動。\n總得有人幹這份髒活。\n如果你看上了這份工作，那就是你的了。
01929,quest.objective.kill_15_wolfs,Quest objectives,128,殺死15只狼
01930,quest.name.new_arrivals,Quest names,64,新軍抵達
01931,quest.desc.very_interesting_from_the_flash_drives,Quest descriptions,1024,真有意思。我看了你帶來的USB，發現工業區的港口熱鬧着呢。去那裏看看到底是怎麼回事。
01932,quest.objective.find_2_cooking_pots,Quest objectives,128,找到 2 個烹飪鍋
01933,quest.name.cutlery,Quest names,64,蒐集餐具
01934,quest.desc.hey_hunter_ni_have_a_very_simple_but,Quest descriptions,1024,嘿，獵人！\n我這有一項簡單枯燥的工作。\n住在這的畜生喫完我做的飯後就順走了餐具，真是幫混蛋。要是他們在這開間酒吧，指不定哪天就發瘋了。\n總之我需要叉子、刀子和湯匙。\n把它們帶過來吧。
01935,quest.name.what_s_cooking,Quest names,64,何以烹飪
01936,quest.desc.are_you_up_for_a_simple_job_i_need_a,Quest descriptions,1024,我這有個簡單的活計，準備好了嗎？我的廚房差了些東西。
01937,quest.name.the_lost_backpack,Quest names,64,失落的背包
01938,quest.desc.we_lost_contact_with_two_hunters_it,Quest descriptions,1024,我們與兩名獵人失去了聯繫。看來他們是在森林裏遭到襲擊的。\n根據最新情報，其中一人留在了森林裏，另一人逃到了臨時營地。\n總之我覺得他們活下來的概率微乎其微。趕在強盜發現前找到他們的屍體，把他們的裝備帶給我。
01939,quest.name.survivalist_makeshift_camp_p_1,Quest names,64,砥礪求生：臨時營地（第 1 階段）
01940,quest.desc.ready_to_test_your_limits_again_are,Quest descriptions,1024,再次挑戰極限，準備好了沒？
01941,quest.name.survivalist_makeshift_camp_p_2,Quest names,64,砥礪求生：臨時營地（第 2 階段）
01942,quest.desc.i_don_t_think_you_can_make_it_this_time,Quest descriptions,1024,我覺得你這次撐不下來的。
01943,quest.desc.we_detected_movement_in_the_makeshift,Quest descriptions,1024,我們發現臨時營地裏有強盜活動。去獵殺他們吧。
01944,quest.name.the_missing_group_p_1,Quest names,64,失蹤小隊
01945,quest.desc.hey_hunter_ni_finished_analyzing_the,Quest descriptions,1024,嘿，獵人！\n我已經分析完文檔了。有很多圖畫都跟奇怪的紫色水晶有關，看方向好像在沼澤裏面。\n這些檔案好像跟科學數據完全搭不上邊，我不知道是怎麼回事。我派了一隊人去沼澤看看，但與他們失去了聯繫。\n我們知道他們最後的位置，但我有一種不好的預感。與外面的人失去聯繫，你就已經知道會是怎麼回事了...\n前往沼澤他們最後的已知位置，也許你會有所發現。
01946,quest.objective.find_the_missing_group,Quest objectives,128,尋找失蹤車隊
01947,quest.name.the_missing_group_p_2,Quest names,64,沼澤狩獵
01948,quest.desc.damn_it_na_few_reports_have_come_in,Quest descriptions,1024,可惡！\n有偵察兵報告發現了一種異常兇猛的野獸。或者說得再準確點，他們說看到自己的同伴被它撕成碎片。\n看來這支小隊碰上它了。\n它很可能還在沼澤裏。我不強求你冒這麼大風險。但如果你能幹成這事，我必有厚賞。\n祝你好運，獵人！
01949,quest.objective.kill_the_monster,Quest objectives,128,殺死怪物
01950,quest.name.stylish_one,Quest names,64,時髦帥仔
01951,quest.desc.have_you_been_to_the_mall_yet_in_any,Quest descriptions,1024,你去過商場了嗎？不管怎樣，你一定知道有個很難對付的傢伙在那裏面徘徊。\n總之他的護甲可謂刀槍不入。如果你殺他幾次，我就給你一件。
01952,quest.name.secret_documents,Quest names,64,絕密檔案
01953,quest.desc.hey_the_bartender_told_me_about_you,Quest descriptions,1024,喂！酒保把你的事跟我說了。看來你是支潛力股啊。好吧，那我就要看看你有多大能耐了。\n有夥強盜不久前佔領了森林深處的村莊。他們好像比一般的強盜更有組織更厲害，你得小心點了。\n我要你做的是從村莊裏的一具屍體上取回檔案。它應該在村北的某棟房子外面。\n我們不知道確切的位置，沒法給你的地圖做標記，你得自己去找。\n祝你好運！
01954,quest.objective.retrieve_documents_located_in_the,Quest objectives,128,取回村莊裏的檔案
01955,quest.name.the_old_man,Quest names,64,老人
01956,quest.desc.this_is_more_of_a_personal_favour_than,Quest descriptions,1024,這與其說是任務，不如說是個人恩怨。\n核電站爆炸後，我們接到命令疏散周邊所有地區，而森林裏有個叫伊戈爾的老東西，不想離開他的家，仗着有把破槍對我的人蹬鼻子上臉。\n現在我們有幾個人駐紮在森林裏，我不想讓伊戈爾干擾他們的行動，所以請你照顧一下他。\n這應該沒什麼難度，他只是個瘸腿的老登。
01957,quest.objective.kill_igor,Quest objectives,128,殺死伊戈爾
01958,quest.name.sawmill_p_1,Quest names,64,鋸木廠行動（第 1 階段）
01959,quest.desc.since_you_were_successful_with_the,Quest descriptions,1024,你上次的任務很成功，我想給你提供一份類似的工作。\n這次的目的地是森林裏的鋸木廠。遺憾的是我們不知道它的確切位置，但看地圖應該就能找到，那應該是個灰色的長方形。\n不必使用武力，你只需要去調查一下。抵達鋸木廠就算完成任務了。
01960,quest.objective.approach_the_sawmill,Quest objectives,128,抵達鋸木廠
01961,quest.name.retaliation,Quest names,64,以牙還牙
01962,quest.name.sawmill_p_2,Quest names,64,鋸木廠行動（第 2 階段）
01963,quest.desc.ok_looks_like_the_sawmill_is_currently,Quest descriptions,1024,好吧，看來鋸木廠目前成了強盜的地盤。接下來我就解釋這次行動。\n廠裏面有一個裝有USB的保險箱，USB裝有對綠軍有利的信息。你所要做的就是取回它。\n免不了要殺些強盜，記得小心行事，獵人。也許他們人還不止這些。
01964,quest.objective.find_the_usb_drive_in_the_sawmill,Quest objectives,128,找到鋸木廠裏的USB
01965,quest.name.equipment_p_1,Quest names,64,整頓裝備（第 1 階段）
01966,quest.desc.hey_hunter_we_are_preparing_for_an,Quest descriptions,1024,嘿，獵人！我們正在爲一項重要任務做準備，裝備必須齊全。\n請你帶給我廢棄子彈和武器，好讓我的手下做好準備。
01967,quest.objective.find_250_scrap_ammo,Quest objectives,128,找到250個廢棄子彈
01968,quest.name.equipment_p_2,Quest names,64,整頓裝備（第 2 階段）
01969,quest.desc.you_seem_to_be_almost_as_good_at,Quest descriptions,1024,你好像很擅長取回物品啊，跟尋回犬有的一比。\n如果你找到優質彈藥，留着別賣，把它帶過來。
01970,quest.name.ghoul_destroyer_p_1,Quest names,64,消滅食屍鬼（第 1 階段）
01971,quest.desc.hey_hunter_nare_you_up_for_a_simple,Quest descriptions,1024,嘿，獵人！\n你準備好執行一項簡單的任務了嗎？那就是消滅食屍鬼，這算是最簡單的吧。
01972,quest.objective.kill_40_ghouls,Quest objectives,128,殺死40只食屍鬼
01973,quest.name.ghoul_destroyer_p_2,Quest names,64,消滅食屍鬼（第 2 階段）
01974,quest.desc.if_you_liked_the_last_work_you_will,Quest descriptions,1024,如果你喜歡上一份工作，那麼這一份也會得到你的青睞。\n地區的威脅越少越好。\n這工作不是非做不可，但會有豐厚的報酬。
01975,quest.name.the_lair,Quest names,64,尋找巢穴
01976,quest.desc.we_believe_that_there_is_a_ghoul_s,Quest descriptions,1024,我們認爲食屍鬼的巢穴隱藏在森林某處，可惜不知道確切位置，於是派了探險家進入森林找找看。\n找的人越多，我們就能越早找到，對吧？\n所以我請求你進入森林尋找，必須仔細探索才能找到。\n找到的時候就過去入口看一眼，然後回來彙報。
01977,quest.objective.find_the_ghoul_s_lair_in_the_forest,Quest objectives,128,找到森林裏的食屍鬼巢穴
01978,quest.name.destroy_the_ghoul_s_lair,Quest names,64,斬草除根
01979,quest.desc.bad_news_hunter_nwe_sent_a_team_to,Quest descriptions,1024,有個壞消息，獵人。\n我們派了一支小隊去搗毀食屍鬼的巢穴，但與他們失去了聯繫。\n聽說他們已經放置了炸藥，但後來出了問題。\n炸藥沒能爆炸，他們的結局也不太好...\n你看着是個狠角色，所以我想讓你負責這項工作。\n從我們的商人那裏買些炸藥，然後潛入巢穴。我不知道那邊有什麼。一定要小心。\n記住，安放炸藥後你只有一分鐘的時間離開。\n祝你好運，獵人！
01980,quest.objective.destroy_the_ghoul_s_lair,Quest objectives,128,搗毀食屍鬼的巢穴
01981,quest.name.cleaning_p_1,Quest names,64,清理門戶（第 1 階段）
01982,quest.desc.more_and_more_people_want_to_become,Quest descriptions,1024,想當獵人的人越來越多了。雖然從某個角度來看是我們的一大幸事，我們可以調派更多人手執行自殺任務，但有利也有弊，這些獵人只爲求財，肆意搶掠。\n把他們解決掉吧。但要小心，其他獵人可能也收到了同樣的任務...
01983,quest.objective.kill_15_bandits_in_the_forest,Quest objectives,128,在森林裏殺死15名強盜
01984,quest.name.cleaning_p_2,Quest names,64,清理門戶（第 2 階段）
01985,quest.name.more_bandits,Quest names,64,匪患猖獗
01986,quest.desc.hey_hunter_nwe_have_started_a_cleaning,Quest descriptions,1024,嘿，獵人！\n我們已經開始清理門戶了，正在努力消滅這片地區的強盜。\n你應該會對這樣的工作感興趣，準備好了沒有？
01987,quest.objective.kill_15_bandits_in_the_makeshift_camp,Quest objectives,128,在臨時營地裏殺死15名強盜
01988,quest.name.mark_a_working_truck,Quest names,64,定位能用的卡車
01989,quest.desc.we_have_noticed_that_there_is_a_fair,Quest descriptions,1024,我們注意到臨時營地裏有不少卡車。\n這正符合我們的需要。去臨時營地找一輛能用的，它們都在路上。\n找到後放置一個 GPS跟蹤器，你可以從我們的商人那裏買到。我的手下會負責之後的事。
01990,quest.objective.find_and_mark_a_working_truck,Quest objectives,128,找到並定位能用的卡車
01991,quest.name.always_in_the_way,Quest names,64,總有禍害
01992,quest.desc.did_you_enjoy_eliminating_the_hunters,Quest descriptions,1024,你喜歡消滅獵人嗎？\n但願如此，因爲我有新的任務給你。這次我希望你能消滅臨時營地的獵人。\n祝你好運！
01993,quest.name.motel_p_1,Quest names,64,汽車旅館探祕（第 1 階段）
01994,quest.desc.hey_hunter_nwe_know_that_in_the,Quest descriptions,1024,嘿，獵人！\n我們知道臨時營地裏有一家舊汽車旅館。\n它現在應該成了廢屋，但我想確認一下。你需要過去檢查一下入口，看看有沒有辦法進去。\n可惜我們不知道它確切的位置。但你過去後看看地圖應該很容易就能找到，應該是一片鋪設好的平整區域。
01995,quest.objective.find_the_motel,Quest objectives,128,找到汽車旅館
01996,quest.name.motel_p_2,Quest names,64,汽車旅館探祕（第 2 階段）
01997,quest.desc.well_hunter_like_you_said_the_motel,Quest descriptions,1024,好吧，獵人，就像你說的，車輛堵死了汽車旅館的入口。\n我告訴我的人搬開車輛進去。他們沒有發現什麼好東西。那裏似乎有食屍鬼出沒。\n他們還看到了一堆奇怪的肉塊，那些討厭的生物似乎就是從那裏出來的。\n不過要小心，我們不知道它們數量有多少。
01998,quest.objective.motel_infestation,Quest objectives,128,汽車旅館災害
01999,quest.name.weird_phenomena,Quest names,64,異常
02000,quest.name.weird_phenomena_p_1,Quest names,64,事出反常（第 1 階段）
02001,quest.desc.bunker_bodies_rescue,Quest descriptions,1024,你看到地堡入口處的那些屍體了吧，我們還不知道發生了什麼事。\n我們有些直升機在沼澤附近墜毀，既沒有發出求救也不是發生故障，只是無緣無故地墜毀了。\n當他們找到第一批屍體時，我們就知道這片地區出現了怪事。\n你看到屍體的情況了嗎？天哪，我從來沒見過這樣的。\n最近一架直升機墜毀在車輛無法進入的沼澤中間。救援行動很危險。\n你得去那裏看看能不能恢復直升機的飛行記錄儀。至於機組人員，我覺得無力迴天了...
02002,quest.objective.retrieve_the_flight_recorder,Quest objectives,128,拿回飛行記錄儀
02003,quest.name.preparing_for_battle,Quest names,64,整裝備戰
02004,quest.desc.helicopter_blackbox_infested,Quest descriptions,1024,通過直升機的黑匣子，我們獲悉機組人員在沼澤中發現了一種奇怪的紫色水晶。\n之後就發生了反常的輻射爆發。\n此水晶似乎位於沼澤村。倒黴的是那個地方到處都是食屍鬼，我們不久前封鎖了入口。\n我會試着組織隊伍來將這個村莊夷爲平地，爲此我們需要大量的資源。\n現在我們也正在緊鑼密鼓地蒐集資源。\n你也需要儘自己的一份力量，獵人。\n對了！別忘了伏特加！
02005,quest.name.clear_the_swamp,Quest names,64,沼澤掃蕩
02006,quest.desc.here_s_the_plan_hunter_nentering_the,Quest descriptions,1024,計劃如下，獵人。\n直接闖進被食屍鬼佔據的村莊無疑是找死。\n村莊只有一個入口，所以我們會試着用亮光引它們出來，行動必須在晚上進行。\n晚上 10 點到凌晨 3 點進入沼澤，我的手下會等你的。\n建議帶上自動武器或彈匣大點的霰彈槍，儘可能減少裝彈次數。\n最後一件事，在混戰中儘量別射中我的人，明白嗎？
02007,quest.objective.clear_the_swamp,Quest objectives,128,肅清沼澤
02008,quest.name.radioactive_meat,Quest names,64,輻射肉
02009,quest.desc.you_re_new_here_huh_nwell_i_m_always,Quest descriptions,1024,你是新來的吧？\n我一直在找人幫我研究。\n放心，酬勞少不了你的。\n很好！我需要一些生肉來進行實驗，我想看看輻射對當地動物羣造成了什麼樣的影響。
02010,quest.objective.find_10_raw_meat,Quest objectives,128,找到10塊生肉
02011,quest.name.strange_crystal_p_1,Quest names,64,奇特水晶（第 1 階段）
02012,quest.desc.i_don_t_know_how_much_you_have,Quest descriptions,1024,我不知道你探索得怎麼樣了，但你可能遇到過奇怪的水晶，它們出現在異常附近的地區。\n我們還不知道它們是什麼，但它們似乎是因爲核電站發出異常輻射而形成的。\n能拿到一些水晶就太好了，我等不及研究了！\n火水晶是森林裏最常見的，先把那些帶過來。
02013,quest.objective.find_3_fire_crystal,Quest objectives,128,找到3塊火水晶
02014,quest.name.strange_crystal_p_2,Quest names,64,奇特水晶（第 2 階段）
02015,quest.desc.great_hope_you_didn_t_get_burned,Quest descriptions,1024,很好！但願你沒被燒傷，獵人！哈哈！\n再給我帶些水晶吧。我會給你錢的！
02016,quest.objective.find_3_chemical_crystal,Quest objectives,128,找到3塊化學水晶
02017,quest.name.no_data,Quest names,64,杳無音信
02018,quest.desc.i_sent_one_of_my_scientists_into_the,Quest descriptions,1024,我派了一位科學家到森林裏研究異常，但我已經好幾個小時沒有收到他的消息了。\n情況不太妙的樣子，你去看看吧。他的位置將標記在地圖上。\n如果他死了，就拿走他屍體上的分析儀。
02019,quest.objective.retrieve_the_analyzer,Quest objectives,128,取回分析儀
02020,quest.name.movies,Quest names,64,電影疑雲
02021,quest.desc.hey_hunter_nsome_hunters_managed_to,Quest descriptions,1024,嘿，獵人！\n有些獵人拿到了影碟，而當我們搬到這裏時，沒有人想到帶影碟機和別的娛樂裝置...\n替我取回些東西，我就能爲這些絕望的人提供點樂子。
02022,quest.objective.find_8_ghoul_tentacles,Quest objectives,128,找到8只食屍鬼觸手
02023,quest.name.pelts_p_1,Quest names,64,研究毛皮（第 1 階段）
02024,quest.desc.hey_hunter_ni_have_a_number_of_very,Quest descriptions,1024,嘿，獵人！\n我有的是簡單的活要完成。\n我需要毛皮。那是很好的研究材料，外部輻射會被皮膚表層吸收。\n首先給我帶些兔皮，它們在所有地圖上都很常見。
02025,quest.objective.find_5_rabbit_pelts,Quest objectives,128,找到5張兔皮
02026,quest.name.pelts_p_2,Quest names,64,研究毛皮（第 2 階段）
02027,quest.desc.good_now_you_need_to_fight_a_bit_nif,Quest descriptions,1024,很好！現在你要稍微打一場了。\n如果你發現有狼落單並且逃跑，那它很可能會去附近的狼羣。務必小心移動。
02028,quest.objective.find_10_wolf_pelts,Quest objectives,128,找到10張狼皮
02029,quest.name.body_parts_p_1,Quest names,64,身體部位（第 1 階段）
02030,quest.desc.ok_hunter_the_meat_samples_you_brought,Quest descriptions,1024,好吧，獵人！你給我帶來的生肉樣本，體現了輻射引起的基因變異。\n我需要深入研究，給我帶來野豬和食屍鬼的身體部位吧。
02031,quest.objective.find_5_boar_tusks,Quest objectives,128,找到5個野豬牙
02032,quest.name.body_parts_p_2,Quest names,64,身體部位（第 2 階段）
02033,quest.desc.good_would_you_be_willing_to_go_into,Quest descriptions,1024,很好！你願意進入更高級的區域嗎？\n我需要蜘蛛和亮爪怪的身體部位。工業區就有，但在沼澤更容易找到。
02034,quest.desc.mall_guy_intro,Quest descriptions,1024,你肯定已經見過那個在商場閒逛的傢伙了！\n一個猛男，對不對？他那身護甲真是讓人印象深刻。
02035,quest.desc.bunker_bodies_green_army,Quest descriptions,1024,你應該注意到了地堡入口處的那些屍體。\n綠軍有幾架直升機在沼澤失事，其間沒有呼救，也沒有報告故障，莫名其妙就墜毀了。\n找到第一批屍體時，我們意識到那裏發生了非常可怕的事情。\n你看到屍體的慘狀了嗎？天哪，我從來沒見過這樣的。\n現在又有一架直升機墜毀了。如果你動作夠快，也許能趕在綠軍之前到達那裏，拿到飛行記錄儀。
02036,quest.desc.good_job_hunter_nnow_we_should_be_able,Quest descriptions,1024,幹得漂亮，獵人！\n現在我們應該能接收到周邊區域的無線電信號了。\n你在臨時營地時可能注意到了那座舊火車站，。核電站爆炸後，綠軍疏散期間曾用它運送物資，沒多久就因輻射被迫撤離。\n如今火車站落入了強盜手裏。那裏早被搜刮一空了，本來不用搭理他們，但那是通往工業區和其他地圖的唯一要道。\n想過去就得肅清車站，不用趕盡殺絕，幹掉那片的地頭蛇奧廖爾就行。\n解決他之後，這幫人絕對不敢再攔路。\n完事後綠軍估計會派些新任務，記得去找阿爾特莫維奇談談。
02037,quest.desc.hmm_the_key_is_ruined_but_i_think_it,Quest descriptions,1024,嗯……鑰匙壞了，不過估計還能用。\n保險起見先多配幾把，萬一弄丟了還能找我買。想必你已經清楚此怎麼做了，我不清楚實驗室裏有什麼，更不知道具體要找什麼，總之目標是找到能打通核電站道路的情報。\n目前通往商場的鐵路被淹了，以前可不是這樣。\n八成是爆炸發生後赤紅公司故意放的水，顯然想拖延時間重整旗鼓，不想讓外人靠近核電站周邊。\n臨時營地的實驗室曾受赤紅公司控制，裏面肯定有關鍵情報。\n祝你好運！
02038,quest.desc.heeeey_the_ghoul_slaughterer_is_back,Quest descriptions,1024,哇哦！食屍鬼殺手回來了！\n好了，獵人，是時候深入村莊，尋找更多關於水晶的信息了。\n多加小心。
02039,quest.desc.radio_station_noticed,Quest descriptions,1024,你一定注意到了廣播站裏的建築，那是深紅公司的舊實驗室。\n實驗室入口被鎖住了，你需要門禁卡才能進去。我的朋友馬拉特·洛吉諾夫搞到了一張壞掉的，我們也許能修好它，或者複製一張。\n馬拉特在工業區西北角的列車墳場有一個小基地。我已經好幾天沒收到他的消息了，不過這也是常有的事。\n去工業區找他，把門禁卡帶回來。
